id,student_id,course_id,semester_id,grade,grade_points
971,484,39,1,C,2.0
972,484,6,1,B,3.0
973,487,37,1,B,3.0
974,487,16,1,B+,3.3
975,487,29,1,B-,2.7
976,491,20,1,B+,3.3
977,491,19,1,C,2.0
978,491,22,1,B+,3.3
979,491,2,1,B+,3.3
980,492,13,1,A,4.0
981,492,26,1,A,4.0
982,492,37,1,B,3.0
983,492,22,1,A,4.0
984,498,2,1,B,3.0
985,498,18,1,B-,2.7
986,498,12,1,B+,3.3
987,500,8,1,B+,3.3
988,500,6,1,B+,3.3
989,500,2,1,C,2.0
990,500,4,1,B,3.0
991,501,5,1,C,2.0
992,501,35,1,B,3.0
993,501,25,1,A-,3.7
994,503,5,1,C+,2.3
995,503,29,1,A-,3.7
996,503,34,1,B,3.0
997,503,14,1,B+,3.3
998,504,36,1,C,2.0
999,504,25,1,C,2.0
1000,504,34,1,B,3.0
1001,504,19,1,A,4.0
1002,504,37,1,C,2.0
1003,509,38,1,C,2.0
1004,509,5,1,B,3.0
1005,509,11,1,F,0.0
1006,509,2,1,B,3.0
1007,511,38,1,B,3.0
1008,511,24,1,C+,2.3
1009,511,7,1,A,4.0
1010,512,2,1,A,4.0
1011,512,6,1,B+,3.3
1012,512,14,1,C,2.0
1013,513,22,1,C,2.0
1014,513,8,1,B,3.0
1015,513,4,1,C,2.0
1016,513,39,1,A,4.0
1017,513,29,1,F,0.0
1018,514,3,1,B,3.0
1019,514,26,1,C,2.0
1020,514,37,1,C,2.0
1021,514,28,1,B,3.0
1022,516,7,1,A,4.0
1023,516,6,1,C+,2.3
1024,516,8,1,B,3.0
1025,516,9,1,B,3.0
1026,516,10,1,A,4.0
1027,518,4,1,B,3.0
1028,518,25,1,B+,3.3
1029,518,26,1,C+,2.3
1030,518,7,1,B,3.0
1031,518,1,1,A-,3.7
1032,518,32,1,B+,3.3
1033,519,18,1,F,0.0
1034,519,29,1,A-,3.7
1035,519,19,1,A,4.0
1036,519,36,1,C,2.0
1037,519,16,1,D,1.0
1038,523,15,1,C,2.0
1039,523,35,1,B,3.0
1040,523,36,1,A,4.0
1041,523,21,1,A,4.0
1042,523,4,1,A,4.0
1043,524,5,1,C,2.0
1044,524,4,1,B,3.0
1045,524,2,1,D,1.0
1046,524,17,1,B,3.0
1047,527,11,1,A,4.0
1048,527,37,1,B-,2.7
1049,527,23,1,C-,1.7
1050,527,20,1,C-,1.7
1051,527,32,1,B,3.0
1052,531,31,1,A-,3.7
1053,531,7,1,A,4.0
1054,531,33,1,C+,2.3
1055,531,25,1,B+,3.3
1056,533,17,1,B+,3.3
1057,533,27,1,B+,3.3
1058,533,12,1,A,4.0
1059,533,39,1,B+,3.3
1060,535,30,1,B,3.0
1061,535,22,1,B,3.0
1062,535,18,1,B,3.0
1063,535,1,1,C+,2.3
1064,535,35,1,C,2.0
1065,536,32,1,D,1.0
1066,536,26,1,B,3.0
1067,536,9,1,B,3.0
1068,537,38,1,C,2.0
1069,537,30,1,C+,2.3
1070,537,10,1,A,4.0
1071,537,21,1,B+,3.3
1072,544,4,1,A,4.0
1073,544,30,1,B,3.0
1074,544,15,1,B,3.0
1075,544,36,1,B+,3.3
1076,544,27,1,C,2.0
1077,546,27,1,C,2.0
1078,546,7,1,A,4.0
1079,546,20,1,C,2.0
1080,546,30,1,A,4.0
1081,547,2,1,A,4.0
1082,547,6,1,B+,3.3
1083,548,22,1,C+,2.3
1084,548,8,1,B,3.0
1085,548,27,1,A,4.0
1086,548,20,1,D,1.0
1087,549,11,1,B,3.0
1088,549,17,1,F,0.0
1089,549,10,1,C+,2.3
1090,549,4,1,F,0.0
1091,549,30,1,B,3.0
1092,552,29,1,A,4.0
1093,552,31,1,A-,3.7
1094,552,38,1,A-,3.7
1095,552,9,1,C-,1.7
1096,555,23,1,C,2.0
1097,555,14,1,C-,1.7
1098,555,6,1,A,4.0
1099,556,36,1,B+,3.3
1100,556,4,1,A,4.0
1101,556,9,1,B-,2.7
1102,556,37,1,A,4.0
1103,557,19,1,B,3.0
1104,557,30,1,C,2.0
1105,558,14,1,A,4.0
1106,558,30,1,C-,1.7
1107,558,12,1,B-,2.7
1108,559,35,1,C+,2.3
1109,559,29,1,C,2.0
1110,559,20,1,B+,3.3
1111,559,28,1,A,4.0
1112,560,13,1,A,4.0
1113,560,22,1,C,2.0
1114,560,24,1,B,3.0
1115,560,34,1,A,4.0
1116,561,4,1,D,1.0
1117,561,30,1,C,2.0
1118,561,8,1,A,4.0
1119,563,30,1,A,4.0
1120,563,20,1,B,3.0
1121,563,35,1,A,4.0
1122,564,9,1,B-,2.7
1123,564,26,1,B-,2.7
1124,566,34,1,B,3.0
1125,566,6,1,A-,3.7
1126,566,22,1,F,0.0
1127,566,1,1,A-,3.7
1128,566,5,1,A-,3.7
1129,568,35,1,A-,3.7
1130,568,7,1,B,3.0
1131,568,24,1,B-,2.7
1132,568,21,1,B+,3.3
1133,573,35,1,C,2.0
1134,573,29,1,A,4.0
1135,573,16,1,A,4.0
1136,573,13,1,A,4.0
1137,574,33,1,A,4.0
1138,574,21,1,C,2.0
1139,574,23,1,F,0.0
1140,574,19,1,B,3.0
1141,575,7,1,B+,3.3
1142,575,20,1,D,1.0
1143,575,31,1,A,4.0
1144,577,32,1,A,4.0
1145,577,7,1,C+,2.3
1146,577,21,1,A-,3.7
1147,578,22,1,B-,2.7
1148,578,23,1,A-,3.7
1149,578,21,1,B+,3.3
1150,578,1,1,A,4.0
1151,578,9,1,B+,3.3
1152,580,13,1,A,4.0
1153,580,32,1,A,4.0
1154,580,15,1,A,4.0
1155,580,8,1,A-,3.7
1156,581,38,1,A,4.0
1157,581,26,1,A,4.0
1158,581,28,1,A,4.0
1159,581,20,1,B,3.0
1160,581,15,1,A,4.0
1161,583,16,1,B+,3.3
1162,583,5,1,B,3.0
1163,583,26,1,B,3.0
1164,583,4,1,B+,3.3
1165,583,21,1,B,3.0
1166,587,3,1,A,4.0
1167,587,15,1,B-,2.7
1168,588,25,1,B,3.0
1169,588,36,1,B-,2.7
1170,588,5,1,A,4.0
1171,588,38,1,A,4.0
1172,588,35,1,B,3.0
1173,592,34,1,A,4.0
1174,592,16,1,C-,1.7
1175,592,31,1,D,1.0
1176,592,23,1,B-,2.7
1177,592,9,1,A,4.0
1178,593,25,1,B+,3.3
1179,593,26,1,B+,3.3
1180,593,11,1,B,3.0
1181,593,21,1,B,3.0
1182,593,30,1,C-,1.7
1183,593,7,1,B,3.0
1184,594,10,1,A,4.0
1185,594,15,1,C,2.0
1186,594,32,1,A,4.0
1187,594,33,1,B+,3.3
1188,595,37,1,B,3.0
1189,595,11,1,A-,3.7
1190,595,7,1,D,1.0
1191,595,28,1,A,4.0
1192,596,12,1,C+,2.3
1193,596,35,1,B+,3.3
1194,596,32,1,A-,3.7
1195,598,37,1,C,2.0
1196,598,30,1,A,4.0
1197,598,7,1,A,4.0
1198,598,18,1,B+,3.3
1199,601,31,1,B,3.0
1200,601,25,1,W,0.0
1201,601,13,1,C,2.0
1202,601,29,1,C+,2.3
1203,601,39,1,A,4.0
1204,601,38,1,C,2.0
1205,604,16,1,A,4.0
1206,604,13,1,C,2.0
1207,604,7,1,B-,2.7
1208,604,19,1,D,1.0
1209,605,38,1,F,0.0
1210,605,31,1,D,1.0
1211,605,24,1,A,4.0
1212,605,15,1,C,2.0
1213,605,4,1,A,4.0
1214,610,24,1,B,3.0
1215,610,39,1,A,4.0
1216,610,6,1,C,2.0
1217,617,17,1,A-,3.7
1218,617,15,1,B-,2.7
1219,617,30,1,A-,3.7
1220,617,19,1,B,3.0
1221,619,22,1,C,2.0
1222,619,19,1,A,4.0
1223,619,31,1,B,3.0
1224,619,32,1,A,4.0
1225,623,32,1,B+,3.3
1226,623,11,1,B+,3.3
1227,623,10,1,A,4.0
1228,623,18,1,A,4.0
1229,623,24,1,A,4.0
1230,625,5,1,B,3.0
1231,625,17,1,C,2.0
1232,625,1,1,D,1.0
1233,626,39,1,B,3.0
1234,626,12,1,C+,2.3
1235,626,34,1,C,2.0
1236,626,24,1,C,2.0
1237,626,10,1,A-,3.7
1238,627,13,1,A-,3.7
1239,627,29,1,A,4.0
1240,627,25,1,B-,2.7
1241,629,39,1,A-,3.7
1242,629,23,1,A-,3.7
1243,629,13,1,B-,2.7
1244,629,1,1,D,1.0
1245,631,13,1,A,4.0
1246,631,39,1,A,4.0
1247,631,12,1,C,2.0
1248,631,26,1,A,4.0
1249,631,36,1,A,4.0
1250,639,35,1,A,4.0
1251,639,10,1,A-,3.7
1252,639,7,1,B,3.0
1253,639,36,1,A-,3.7
1254,639,1,1,B-,2.7
1255,639,22,1,B-,2.7
1256,640,1,1,C-,1.7
1257,640,26,1,B-,2.7
1258,640,9,1,A,4.0
1259,642,1,1,D,1.0
1260,642,32,1,A,4.0
1261,642,12,1,B,3.0
1262,645,22,1,A,4.0
1263,645,5,1,C+,2.3
1264,645,31,1,A-,3.7
1265,653,8,1,A,4.0
1266,653,5,1,B-,2.7
1267,653,26,1,C+,2.3
1268,656,14,1,A,4.0
1269,656,10,1,A,4.0
1270,656,3,1,A-,3.7
1271,656,22,1,A-,3.7
1272,657,23,1,B+,3.3
1273,657,1,1,C,2.0
1274,657,27,1,B,3.0
1275,657,17,1,B,3.0
1276,657,32,1,A-,3.7
1277,659,21,1,B,3.0
1278,659,6,1,A,4.0
1279,659,20,1,A-,3.7
1280,659,2,1,C,2.0
1281,661,17,1,B-,2.7
1282,661,38,1,B,3.0
1283,661,4,1,C,2.0
1284,661,13,1,B-,2.7
1285,662,25,1,A-,3.7
1286,662,29,1,A,4.0
1287,662,37,1,A,4.0
1288,664,23,1,B-,2.7
1289,664,37,1,C-,1.7
1290,664,35,1,C+,2.3
1291,664,36,1,A-,3.7
1292,665,26,1,B+,3.3
1293,665,9,1,C,2.0
1294,665,12,1,A,4.0
1295,665,11,1,F,0.0
1296,665,16,1,C+,2.3
1297,668,20,1,B+,3.3
1298,668,33,1,C+,2.3
1299,668,29,1,A,4.0
1300,668,38,1,A,4.0
1301,672,14,1,C,2.0
1302,672,25,1,A-,3.7
1303,672,10,1,B+,3.3
1304,672,20,1,C,2.0
1305,672,8,1,A,4.0
1306,673,13,1,A,4.0
1307,673,30,1,F,0.0
1308,673,19,1,D,1.0
1309,673,25,1,B-,2.7
1310,676,35,1,A-,3.7
1311,676,18,1,C,2.0
1312,676,26,1,B-,2.7
1313,676,15,1,A-,3.7
1314,678,18,1,A-,3.7
1315,678,1,1,C+,2.3
1316,683,24,1,B-,2.7
1317,683,39,1,B,3.0
1318,683,5,1,B-,2.7
1319,683,13,1,B+,3.3
1320,685,22,1,B+,3.3
1321,685,27,1,B+,3.3
1322,685,33,1,B+,3.3
1323,688,17,1,A,4.0
1324,688,24,1,C,2.0
1325,688,29,1,A-,3.7
1326,689,35,1,D,1.0
1327,689,34,1,C,2.0
1328,690,25,1,C-,1.7
1329,690,23,1,C,2.0
1330,690,6,1,A-,3.7
1331,691,13,1,B,3.0
1332,691,7,1,C,2.0
1333,691,35,1,A-,3.7
1334,691,38,1,C,2.0
1335,692,10,1,B,3.0
1336,692,3,1,C-,1.7
1337,692,11,1,A,4.0
1338,698,23,1,B-,2.7
1339,698,3,1,B+,3.3
1340,698,19,1,C,2.0
1341,698,37,1,B+,3.3
1342,706,14,1,C+,2.3
1343,706,16,1,D,1.0
1344,706,23,1,A,4.0
1345,708,37,1,A-,3.7
1346,708,25,1,C,2.0
1347,708,31,1,B,3.0
1348,708,17,1,A,4.0
1349,709,28,1,B,3.0
1350,709,6,1,A-,3.7
1351,709,24,1,B+,3.3
1352,711,23,1,C+,2.3
1353,711,38,1,C+,2.3
1354,711,30,1,B-,2.7
1355,711,26,1,A-,3.7
1356,713,17,1,C,2.0
1357,713,12,1,A-,3.7
1358,713,1,1,C+,2.3
1359,715,37,1,A,4.0
1360,715,7,1,B,3.0
1361,715,30,1,B+,3.3
1362,717,3,1,C-,1.7
1363,717,20,1,B,3.0
1364,717,4,1,C,2.0
1365,717,31,1,B+,3.3
1366,718,19,1,B+,3.3
1367,718,39,1,A,4.0
1368,718,27,1,A,4.0
1369,718,11,1,B+,3.3
1370,718,34,1,A,4.0
1371,719,10,1,A-,3.7
1372,719,33,1,C,2.0
1373,719,25,1,A,4.0
1374,719,38,1,B-,2.7
1375,723,6,1,A,4.0
1376,723,9,1,A-,3.7
1377,723,14,1,A,4.0
1378,723,8,1,W,0.0
1379,723,1,1,B-,2.7
1380,723,13,1,B-,2.7
1381,724,33,1,A,4.0
1382,724,6,1,A,4.0
1383,724,34,1,B,3.0
1384,724,8,1,A,4.0
1385,725,11,1,B,3.0
1386,725,26,1,B-,2.7
1387,725,16,1,B,3.0
1388,725,30,1,B+,3.3
1389,728,30,1,A-,3.7
1390,728,33,1,A,4.0
1391,728,18,1,B,3.0
1392,728,34,1,C+,2.3
1393,728,16,1,C+,2.3
1394,731,27,1,C+,2.3
1395,731,29,1,B+,3.3
1396,731,22,1,B-,2.7
1397,731,31,1,B,3.0
1398,731,1,1,B+,3.3
1399,732,8,1,C+,2.3
1400,732,29,1,B,3.0
1401,732,4,1,C,2.0
1402,732,11,1,C+,2.3
1403,733,31,1,C,2.0
1404,733,17,1,B,3.0
1405,733,14,1,A-,3.7
1406,733,9,1,B-,2.7
1407,734,17,1,F,0.0
1408,734,39,1,B-,2.7
1409,734,11,1,A,4.0
1410,735,6,1,A,4.0
1411,735,32,1,A,4.0
1412,735,28,1,C+,2.3
1413,735,23,1,C+,2.3
1414,737,9,1,A-,3.7
1415,737,28,1,C+,2.3
1416,737,32,1,F,0.0
1417,737,1,1,A-,3.7
1418,742,23,1,C+,2.3
1419,742,25,1,A-,3.7
1420,742,15,1,A,4.0
1421,742,18,1,C,2.0
1422,743,21,1,C+,2.3
1423,743,8,1,A,4.0
1424,743,29,1,A-,3.7
1425,744,36,1,C+,2.3
1426,744,33,1,B,3.0
1427,744,19,1,B+,3.3
1428,744,37,1,A,4.0
1429,747,32,1,D,1.0
1430,747,9,1,B+,3.3
1431,747,2,1,B,3.0
1432,748,9,1,B-,2.7
1433,748,23,1,B+,3.3
1434,748,6,1,C,2.0
1435,748,25,1,A,4.0
1436,750,11,1,C,2.0
1437,750,3,1,A,4.0
1438,750,16,1,B,3.0
1439,752,38,1,B,3.0
1440,752,22,1,A,4.0
1441,752,36,1,B,3.0
1442,753,16,1,D,1.0
1443,753,24,1,B,3.0
1444,753,11,1,B-,2.7
1445,753,38,1,C+,2.3
1446,754,15,1,B,3.0
1447,754,1,1,A,4.0
1448,754,30,1,C-,1.7
1449,754,16,1,B,3.0
1450,755,25,1,B+,3.3
1451,755,3,1,C,2.0
1452,756,27,1,A,4.0
1453,756,4,1,B,3.0
1454,756,2,1,B,3.0
1455,756,13,1,A,4.0
1456,758,1,1,B,3.0
1457,758,36,1,B+,3.3
1458,758,29,1,A,4.0
1459,758,10,1,B,3.0
1460,760,10,1,B+,3.3
1461,760,13,1,B,3.0
1462,760,37,1,B+,3.3
1463,760,11,1,C,2.0
1464,760,15,1,C,2.0
1465,761,10,1,C+,2.3
1466,761,38,1,A-,3.7
1467,761,17,1,A-,3.7
1468,761,30,1,A,4.0
1469,762,36,1,C,2.0
1470,762,20,1,C+,2.3
1471,762,11,1,A,4.0
1472,762,12,1,B+,3.3
1473,763,26,1,B+,3.3
1474,763,34,1,A,4.0
1475,763,28,1,C,2.0
1476,763,30,1,B,3.0
1477,764,32,1,B+,3.3
1478,764,30,1,A,4.0
1479,764,36,1,C+,2.3
1480,764,15,1,A-,3.7
1481,765,29,1,B-,2.7
1482,765,26,1,B+,3.3
1483,765,17,1,B,3.0
1484,765,14,1,A,4.0
1485,769,25,1,A,4.0
1486,769,34,1,C+,2.3
1487,769,19,1,C+,2.3
1488,769,21,1,B-,2.7
1489,772,17,1,B,3.0
1490,772,1,1,A,4.0
1491,772,8,1,A,4.0
1492,773,4,1,B-,2.7
1493,773,12,1,C+,2.3
1494,773,18,1,D,1.0
1495,773,16,1,B,3.0
1496,776,38,1,A,4.0
1497,776,11,1,B+,3.3
1498,776,3,1,B-,2.7
1499,776,19,1,B,3.0
1500,777,27,1,B+,3.3
1501,777,36,1,C+,2.3
1502,777,18,1,A,4.0
1503,777,6,1,B,3.0
1504,779,22,1,D,1.0
1505,779,21,1,A-,3.7
1506,784,34,1,B+,3.3
1507,784,5,1,F,0.0
1508,784,9,1,B,3.0
1509,784,15,1,A-,3.7
1510,789,14,1,D,1.0
1511,789,11,1,C+,2.3
1512,789,1,1,D,1.0
1513,789,22,1,B,3.0
1514,790,2,1,B-,2.7
1515,790,21,1,B+,3.3
1516,790,29,1,B,3.0
1517,790,17,1,A-,3.7
1518,790,15,1,B,3.0
1519,791,21,1,C,2.0
1520,791,25,1,B,3.0
1521,791,28,1,B+,3.3
1522,791,32,1,B-,2.7
1523,791,26,1,C,2.0
1524,796,19,1,A,4.0
1525,796,33,1,A-,3.7
1526,796,1,1,A,4.0
1527,796,18,1,B,3.0
1528,797,25,1,A,4.0
1529,797,2,1,F,0.0
1530,797,24,1,A,4.0
1531,797,7,1,B+,3.3
1532,797,3,1,B-,2.7
1533,798,7,1,A,4.0
1534,798,20,1,B,3.0
1535,798,28,1,A-,3.7
1536,798,14,1,A,4.0
1537,798,27,1,F,0.0
1538,798,37,1,C+,2.3
1539,799,24,1,A,4.0
1540,799,1,1,B+,3.3
1541,799,15,1,D,1.0
1542,799,31,1,C-,1.7
1543,799,9,1,A-,3.7
1544,800,35,1,B-,2.7
1545,800,39,1,B-,2.7
1546,800,10,1,D,1.0
1547,801,37,1,A-,3.7
1548,801,7,1,B-,2.7
1549,801,19,1,B,3.0
1550,801,38,1,F,0.0
1551,802,27,1,A,4.0
1552,802,24,1,C,2.0
1553,802,11,1,C+,2.3
1554,802,22,1,A,4.0
1555,802,18,1,B,3.0
1556,804,36,1,B,3.0
1557,804,27,1,A-,3.7
1558,804,9,1,C,2.0
1559,804,11,1,B-,2.7
1560,806,1,1,C,2.0
1561,806,36,1,B,3.0
1562,806,29,1,B+,3.3
1563,806,25,1,B,3.0
1564,806,27,1,B,3.0
1565,809,26,1,C,2.0
1566,809,12,1,C+,2.3
1567,809,16,1,B+,3.3
1568,810,36,1,B,3.0
1569,810,25,1,C+,2.3
1570,810,34,1,B-,2.7
1571,810,4,1,B-,2.7
1572,810,8,1,C+,2.3
1573,817,7,1,A,4.0
1574,817,35,1,A,4.0
1575,817,20,1,W,0.0
1576,817,29,1,B+,3.3
1577,817,22,1,B,3.0
1578,819,3,1,A,4.0
1579,819,10,1,A,4.0
1580,819,14,1,C,2.0
1581,819,29,1,B+,3.3
1582,819,35,1,B,3.0
1583,821,14,1,A-,3.7
1584,821,25,1,A,4.0
1585,821,19,1,A,4.0
1586,821,24,1,B,3.0
1587,822,34,1,B,3.0
1588,822,9,1,B,3.0
1589,822,20,1,B,3.0
1590,822,13,1,B+,3.3
1591,827,21,1,C+,2.3
1592,827,3,1,A,4.0
1593,827,24,1,C-,1.7
1594,827,10,1,A,4.0
1595,827,14,1,A,4.0
1596,828,36,1,B-,2.7
1597,828,37,1,B,3.0
1598,828,10,1,B+,3.3
1599,828,33,1,A,4.0
1600,830,29,1,B,3.0
1601,830,36,1,B,3.0
1602,830,32,1,B+,3.3
1603,830,21,1,B+,3.3
1604,830,15,1,A,4.0
1605,831,9,1,B,3.0
1606,831,33,1,B-,2.7
1607,831,1,1,B+,3.3
1608,831,25,1,B+,3.3
1609,831,2,1,B,3.0
1610,833,33,1,C,2.0
1611,833,2,1,C,2.0
1612,833,31,1,B,3.0
1613,834,38,1,B+,3.3
1614,834,29,1,C-,1.7
1615,834,31,1,B,3.0
1616,835,14,1,B,3.0
1617,835,7,1,B,3.0
1618,835,16,1,A,4.0
1619,835,18,1,B,3.0
1620,837,33,1,C-,1.7
1621,837,20,1,B-,2.7
1622,837,12,1,A,4.0
1623,837,16,1,B+,3.3
1624,838,36,1,C+,2.3
1625,838,1,1,B-,2.7
1626,838,13,1,C-,1.7
1627,840,1,1,B+,3.3
1628,840,2,1,B,3.0
1629,840,3,1,A-,3.7
1630,840,25,1,C,2.0
1631,841,16,1,B,3.0
1632,841,30,1,C+,2.3
1633,841,22,1,C,2.0
1634,841,6,1,A,4.0
1635,844,5,1,C,2.0
1636,844,1,1,B+,3.3
1637,844,23,1,B-,2.7
1638,844,31,1,C-,1.7
1639,847,4,1,B,3.0
1640,847,39,1,A,4.0
1641,847,33,1,B,3.0
1642,847,1,1,B-,2.7
1643,859,30,1,B-,2.7
1644,859,39,1,B,3.0
1645,859,6,1,A-,3.7
1646,859,23,1,A,4.0
1647,860,25,1,C,2.0
1648,860,14,1,A,4.0
1649,860,37,1,A,4.0
1650,862,24,1,B,3.0
1651,862,38,1,A-,3.7
1652,862,4,1,B,3.0
1653,862,37,1,A-,3.7
1654,862,34,1,C,2.0
1655,868,6,1,B+,3.3
1656,868,8,1,F,0.0
1657,868,12,1,C+,2.3
1658,868,22,1,C,2.0
1659,868,33,1,B+,3.3
1660,875,12,1,B+,3.3
1661,875,18,1,B,3.0
1662,875,23,1,C,2.0
1663,875,14,1,C+,2.3
1664,875,17,1,A,4.0
1665,876,2,1,B+,3.3
1666,876,13,1,B+,3.3
1667,876,10,1,A,4.0
1668,876,25,1,F,0.0
1669,877,38,1,A,4.0
1670,877,35,1,B,3.0
1671,877,18,1,B+,3.3
1672,880,35,1,D,1.0
1673,880,4,1,C+,2.3
1674,880,9,1,C+,2.3
1675,881,23,1,B+,3.3
1676,881,14,1,A,4.0
1677,881,28,1,C,2.0
1678,881,21,1,C,2.0
1679,882,23,1,C+,2.3
1680,882,36,1,C+,2.3
1681,882,5,1,A,4.0
1682,882,15,1,B,3.0
1683,884,16,1,B+,3.3
1684,884,32,1,B+,3.3
1685,884,4,1,B-,2.7
1686,884,24,1,B+,3.3
1687,885,36,1,A,4.0
1688,885,21,1,D,1.0
1689,885,18,1,B+,3.3
1690,885,35,1,A,4.0
1691,886,21,1,A-,3.7
1692,886,13,1,C,2.0
1693,886,26,1,C+,2.3
1694,886,24,1,B-,2.7
1695,886,10,1,B-,2.7
1696,886,1,1,B,3.0
1697,887,26,1,B,3.0
1698,887,38,1,B,3.0
1699,887,12,1,B,3.0
1700,887,1,1,C,2.0
1701,887,5,1,A,4.0
1702,888,6,1,A-,3.7
1703,888,27,1,D,1.0
1704,888,25,1,B+,3.3
1705,888,29,1,C,2.0
1706,889,11,1,A-,3.7
1707,889,1,1,A-,3.7
1708,889,32,1,B+,3.3
1709,889,38,1,B+,3.3
1710,892,28,1,B-,2.7
1711,892,12,1,A,4.0
1712,892,10,1,C+,2.3
1713,892,8,1,B+,3.3
1714,894,25,1,C-,1.7
1715,894,13,1,A,4.0
1716,894,29,1,B+,3.3
1717,897,11,1,B+,3.3
1718,897,7,1,C,2.0
1719,897,24,1,B-,2.7
1720,897,32,1,A-,3.7
1721,901,24,1,B+,3.3
1722,901,23,1,A-,3.7
1723,901,21,1,B,3.0
1724,901,29,1,B+,3.3
1725,902,29,1,B,3.0
1726,902,15,1,B-,2.7
1727,902,12,1,A,4.0
1728,902,9,1,B,3.0
1729,902,4,1,C,2.0
1730,903,19,1,C,2.0
1731,903,16,1,B+,3.3
1732,903,3,1,B,3.0
1733,906,35,1,A-,3.7
1734,906,12,1,C-,1.7
1735,906,7,1,W,0.0
1736,906,1,1,A-,3.7
1737,908,38,1,C+,2.3
1738,908,35,1,A,4.0
1739,909,29,1,C-,1.7
1740,909,7,1,A,4.0
1741,909,11,1,A,4.0
1742,916,37,1,A,4.0
1743,916,13,1,C,2.0
1744,916,38,1,C+,2.3
1745,919,19,1,C+,2.3
1746,919,28,1,C+,2.3
1747,919,25,1,A-,3.7
1748,919,8,1,D,1.0
1749,920,33,1,F,0.0
1750,920,3,1,A,4.0
1751,920,15,1,B,3.0
1752,920,10,1,A,4.0
1753,921,8,1,C,2.0
1754,921,12,1,B-,2.7
1755,921,34,1,B+,3.3
1756,921,38,1,B+,3.3
1757,921,14,1,A,4.0
1758,922,16,1,D,1.0
1759,922,10,1,A,4.0
1760,922,20,1,C,2.0
1761,924,29,1,C+,2.3
1762,924,3,1,C,2.0
1763,924,33,1,A-,3.7
1764,924,21,1,B,3.0
1765,924,16,1,B+,3.3
1766,927,28,1,A,4.0
1767,927,11,1,A-,3.7
1768,927,7,1,A,4.0
1769,927,17,1,B+,3.3
1770,928,31,1,C+,2.3
1771,928,2,1,B+,3.3
1772,928,16,1,A-,3.7
1773,928,37,1,B,3.0
1774,929,15,1,A,4.0
1775,929,22,1,A,4.0
1776,929,21,1,C+,2.3
1777,931,23,1,A,4.0
1778,931,8,1,C+,2.3
1779,931,10,1,A,4.0
1780,931,22,1,B,3.0
1781,932,19,1,A,4.0
1782,932,39,1,A-,3.7
1783,932,20,1,B,3.0
1784,933,7,1,B+,3.3
1785,933,21,1,W,0.0
1786,933,2,1,A,4.0
1787,933,38,1,A,4.0
1788,934,21,1,A-,3.7
1789,934,36,1,B+,3.3
1790,934,33,1,C,2.0
1791,934,5,1,A,4.0
1792,937,28,1,C+,2.3
1793,937,20,1,C+,2.3
1794,937,21,1,A,4.0
1795,937,32,1,C-,1.7
1796,939,36,1,A,4.0
1797,939,13,1,A,4.0
1798,939,15,1,A,4.0
1799,939,3,1,C,2.0
1800,942,25,1,B+,3.3
1801,942,39,1,A-,3.7
1802,942,33,1,D,1.0
1803,942,38,1,C,2.0
1804,945,26,1,C-,1.7
1805,945,28,1,A,4.0
1806,945,33,1,A,4.0
1807,945,23,1,B,3.0
1808,948,39,1,B,3.0
1809,948,18,1,C,2.0
1810,948,17,1,B+,3.3
1811,956,39,1,A,4.0
1812,956,26,1,D,1.0
1813,956,18,1,A,4.0
1814,956,36,1,B-,2.7
1815,957,12,1,B+,3.3
1816,957,26,1,A,4.0
1817,957,17,1,C+,2.3
1818,960,21,1,B+,3.3
1819,960,17,1,B+,3.3
1820,960,11,1,B+,3.3
1821,960,35,1,C-,1.7
1822,964,36,1,C+,2.3
1823,964,23,1,B+,3.3
1824,964,28,1,B,3.0
1825,964,26,1,C-,1.7
1826,966,20,1,C+,2.3
1827,966,29,1,A,4.0
1828,966,39,1,A,4.0
1829,967,30,1,A,4.0
1830,967,14,1,B-,2.7
1831,967,15,1,B,3.0
1832,967,9,1,D,1.0
1833,970,5,1,A,4.0
1834,970,10,1,C+,2.3
1835,970,26,1,A,4.0
1836,973,9,1,B+,3.3
1837,973,21,1,B,3.0
1838,973,22,1,B,3.0
1839,973,16,1,B+,3.3
1840,973,28,1,A-,3.7
1841,974,16,1,A-,3.7
1842,974,11,1,B+,3.3
1843,974,1,1,B-,2.7
1844,977,26,1,A,4.0
1845,977,36,1,A-,3.7
1846,977,7,1,B,3.0
1847,977,13,1,C+,2.3
1848,977,3,1,A,4.0
1849,982,29,1,B+,3.3
1850,982,12,1,C,2.0
1851,982,5,1,B,3.0
1852,982,39,1,C,2.0
1853,983,23,1,W,0.0
1854,983,9,1,D,1.0
1855,983,19,1,A,4.0
1856,983,27,1,A,4.0
1857,984,8,1,F,0.0
1858,984,20,1,A-,3.7
1859,984,12,1,B,3.0
1860,984,4,1,B,3.0
1861,984,9,1,A,4.0
1862,988,37,1,C-,1.7
1863,988,23,1,A-,3.7
1864,988,33,1,A,4.0
1865,990,4,1,A-,3.7
1866,990,8,1,B+,3.3
1867,990,24,1,B-,2.7
1868,991,20,1,D,1.0
1869,991,1,1,C+,2.3
1870,991,22,1,C+,2.3
1871,991,9,1,A-,3.7
1872,992,33,1,A,4.0
1873,992,30,1,B+,3.3
1874,992,2,1,A,4.0
1875,992,28,1,B+,3.3
1876,992,1,1,B,3.0
1877,992,8,1,B,3.0
1878,994,5,1,B,3.0
